gene,degree,weighted_degree,mean_log_expression,variance_log_expression,hub_status
Smp_335670.1,3,2.944957585649899,2.486187100012594,0.8402590963931175,non_hub
Smp_344420.1,3,2.944639897064839,0.8954899638756133,0.8057832104139436,non_hub
Smp_316860.1,3,2.943890976322562,2.258066134401191,2.4299593353013806,non_hub
Smp_348910.1,3,2.943206035482382,1.144538656283198,1.8205545410197275,non_hub
Smp_056460.1,3,2.942378012430898,0.6720006080591996,0.8217703743483398,non_hub
Smp_334920.1,3,2.94041532329481,0.90895555218544,0.9456687599964525,non_hub
Smp_173380.1,3,2.93790353992666,1.0006873791011657,0.7634783048294954,non_hub
Smp_345970.2,3,2.935373283381414,1.7555149815546296,1.4685569342979532,non_hub
Smp_314730.1,3,2.928407513827297,2.159616789217699,0.7782496398476768,non_hub
Smp_046060.1,3,2.9281376014882534,3.6322045392379065,1.477677994467787,non_hub
Smp_201340.1,3,2.9269305833246877,0.8246972804758568,1.047911736242035,non_hub
Smp_318260.2,3,2.926867715316493,0.9896810530233189,0.8801454016522966,non_hub
Smp_310150.1,3,2.9222737090179036,1.5331468800336059,1.5799740157600184,non_hub
Smp_323250.1,2,1.9974582769939353,6.126212035313886,2.1618705924849007,non_hub
Smp_051670.1,2,1.9940865211033816,0.9699298010466918,0.8935241592044928,non_hub
Smp_204040.1,2,1.993366046692,2.043469742117234,6.61564122706708,non_hub
Smp_343390.1,2,1.9915885072116324,0.802471844530189,1.0073053886144907,non_hub
Smp_330270.1,2,1.9896546599097262,1.4334339693116842,3.3951438356468557,non_hub
Smp_049230.1,2,1.9892061507676568,4.471180102995437,1.39684439764177,non_hub
Smp_091190.2,2,1.9879573519130647,0.9491800051909515,1.3862753587887522,non_hub
Smp_085830.1,2,1.9871417954342676,1.6622734700746378,1.724491368810761,non_hub
Smp_319290.1,2,1.9861666887847753,9.221745527498403,1.8962764906309113,non_hub
Smp_323270.1,2,1.9861268869282167,7.826894507054435,1.964296656430984,non_hub
Smp_171140.1,2,1.9860892672832249,1.460397796268134,0.9715729371348146,non_hub
Smp_348240.1,2,1.9854972820977488,0.9747664064606253,0.842112522309925,non_hub
