"__glayCluster","degree","hub_status","mean_log_expression","name","selected","shared name","variance_log_expression","weighted_degree"
"5","4","non_hub","1.8910116526136642","Smp_105180.2","false","Smp_105180.2","1.5974316608386234","3.9683315011370817"
"5","4","non_hub","1.862349241097133","Smp_302040.3","false","Smp_302040.3","1.5938026296797823","3.9560740987922722"
"5","4","non_hub","1.6855535868748794","Smp_312610.1","false","Smp_312610.1","1.2955679251913763","3.963366227913639"
"5","5","non_hub","2.2209861017135095","Smp_133860.1","false","Smp_133860.1","1.220810956247516","4.956828376879499"
"5","6","non_hub","1.6310051266214054","Smp_139080.2","false","Smp_139080.2","1.1999155931331145","5.915033639530442"
"5","5","non_hub","2.219415759943121","Smp_341200.2","false","Smp_341200.2","1.183640891253307","4.916692045596424"
"5","5","non_hub","1.594010015877928","Smp_336310.2","false","Smp_336310.2","1.1368962720555846","4.9557591133311085"
"5","5","non_hub","1.5605287290254428","Smp_320400.1","false","Smp_320400.1","1.1336540350731448","4.9054957968083155"
"5","5","non_hub","1.5642269384392768","Smp_012350.1","false","Smp_012350.1","1.1089695298377824","4.925839965071853"
"6","5","non_hub","1.479685815059465","Smp_062020.1","false","Smp_062020.1","1.026728686843284","4.906109602716092"
"5","4","non_hub","1.4661828703806288","Smp_331170.2","false","Smp_331170.2","0.9776086264600666","3.9659496405334607"
"5","4","non_hub","4.825060156081327","Smp_302270.1","false","Smp_302270.1","0.9296788922646332","3.9618422988412325"
"6","5","non_hub","1.3881452576709015","Smp_181180.2","false","Smp_181180.2","0.9228401754752813","4.8848929199639075"
"6","6","non_hub","5.117179755781546","Smp_019690.1","false","Smp_019690.1","0.8796448685226177","5.914206551873402"
"11","2","non_hub","1.0649804995567678","Smp_309730.1","false","Smp_309730.1","1.6771556710838214","1.955552240634286"
"6","9","non_hub","1.5093792905513146","Smp_130470.2","false","Smp_130470.2","1.0892425230487277","8.874412243007098"
"6","8","non_hub","1.341527334073159","Smp_347900.1","false","Smp_347900.1","0.94439060736293","7.883782280115677"
"6","8","non_hub","3.2906562339445475","Smp_317240.1","false","Smp_317240.1","0.7481687401584428","7.861584633411438"
"6","11","non_hub","2.209280837912451","Smp_200460.1","false","Smp_200460.1","0.7290257663192442","10.844664788110384"
"5","4","non_hub","1.7910753317288926","Smp_332910.2","false","Smp_332910.2","1.6271881160849748","3.952941733413732"
"1","3","non_hub","1.8757120914057457","Smp_150080.2","false","Smp_150080.2","1.6023193870640744","2.9707410362445663"
"6","9","non_hub","1.445346992574605","Smp_150230.1","false","Smp_150230.1","1.2822196003059878","8.861224986162624"
"6","10","non_hub","1.323390200105487","Smp_322760.1","false","Smp_322760.1","1.1415584469404962","9.861717342571609"
